admin0Name_en,admin0Name_zh,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_zh,admin0AltName2_zh,date,validOn,validTo
China,中国,CN,,,,,,2020-09-10,2020-09-10,
