#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Araeta,ER101,,,,Debubawi Keih Bahri,ER1,Eritrea,ER,2017-08-18,2020-04-27,
Maekel Deb.Keih Bahri,ER102,,,,Debubawi Keih Bahri,ER1,Eritrea,ER,2017-08-18,2020-04-27,
Debub Deb.Keih Bahri,ER103,,,,Debubawi Keih Bahri,ER1,Eritrea,ER,2017-08-18,2020-04-27,
Asseb,ER104,,,,Debubawi Keih Bahri,ER1,Eritrea,ER,2017-08-18,2020-04-27,
Serejeka,ER201,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Berik,ER202,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Galanefhi,ER203,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Semienawi Mibrak,ER204,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Debubawi Mibrak,ER205,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Debubawi Mierab,ER206,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Semienawi Mierab,ER207,,,,Maekel,ER2,Eritrea,ER,2017-08-18,2020-04-27,
Ghelaelo,ER301,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Foro,ER302,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Dahlak,ER303,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Massawa,ER304,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Ghinda,ER305,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Shieb,ER306,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Afabet,ER307,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Nakfa,ER308,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Karura,ER309,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Adobha,ER310,,,,Semienawi Keih Bahri,ER3,Eritrea,ER,2017-08-18,2020-04-27,
Adi Tekeliezan,ER401,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Elabered,ER402,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Gheleb,ER403,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Keren,ER404,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Hagaz,ER405,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Halhal,ER406,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Habero,ER407,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Asmat,ER408,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Kerkebet,ER409,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Sela,ER410,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Hamelmalo,ER411,,,,Anseba,ER4,Eritrea,ER,2017-08-18,2020-04-27,
Logo Anseba,ER501,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Mensura,ER502,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Akurdet,ER503,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Dige,ER504,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Mogolo,ER505,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Shambuko,ER506,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Barentu,ER507,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Gogne,ER508,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Forto,ER509,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Haykota,ER510,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Lalay Gash,ER511,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Omhajer,ER512,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Tesseney,ER513,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Molqi,ER514,,,,Gash Barka,ER5,Eritrea,ER,2017-08-18,2020-04-27,
Dbarwa,ER601,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Areza,ER602,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Mendefera,ER603,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Dekemhare,ER604,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Segeneity,ER605,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Adi Keyh,ER606,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Senafe,ER607,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Tsorona,ER608,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Adi Quala,ER609,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Emni Haili,ER610,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
Maimine,ER611,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
May Aini,ER612,,,,Debub,ER6,Eritrea,ER,2017-08-18,2020-04-27,
